fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	coverage	leaf_size_log	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221030 143934	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	179	1	1	1	0.1	50	0.5	FALSE	936659	0.274135490983302	0.605293277127855	0.362416933024919	5.72842114166613	0.0182776554498702	14114	17612000	89
20221030 144320	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	362	1	1	1	0.1	50	0.5	FALSE	936659	0.133866680269237	0.344155426389864	0.900031339907984	5.11672278007376	0.0164570151839778	14995	17290000	90
20221030 144718	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1052	1	1	1	0.1	50	0.5	FALSE	936659	0.0694453032982082	0.702818052228587	0.242456711508369	6.33498576015211	0.0187946590433294	13215	18930000	91
20221030 145020	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	192	1	1	1	0.1	50	0.5	FALSE	936659	0.22894056720346	0.474891536289174	0.905933398146706	4.95368936190452	0.0181834615660998	14459	17882000	92
20221030 145946	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1057	1	1	1	0.1	50	0.5	FALSE	936659	0.112190610715288	0.561812835580716	0.950273626005324	2.91527570459503	0.0203798369808253	13906	17148000	93
20221030 150604	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1711	1	1	1	0.1	50	0.5	FALSE	936659	0.0335817508370301	0.772970501057804	0.497535757247219	4.60245842821198	0.0166833508217517	15989	17222000	94
20221030 151124	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	257	1	1	1	0.1	50	0.5	FALSE	936659	0.165874956636298	0.633998662571143	0.565452238282852	10.741649684808	2.87288943866883e-06	15300	14600000	95
20221030 152825	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3157	1	1	1	0.1	50	0.5	FALSE	936659	0.183292307679969	0.310016452791402	0.101540753970749	2.59909042401169	0.0122119129369426	18638	9364000	96
20221030 153654	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1182	1	1	1	0.1	50	0.5	FALSE	936659	0.106191496635627	0.363395730271423	0.957185726468963	3.2689825205619	0.0198185715227028	14108	17624000	97
20221030 153944	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	521	1	1	1	0.1	50	0.5	FALSE	936659	0.0979975146746251	0.80954777092645	0.612915844496212	5.19532684900658	0.0177849658498238	14835	17770000	98
20221030 154124	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	28	1	1	1	0.1	50	0.5	FALSE	936659	0.223739626547276	0.861570380079327	0.358088604097231	8.93129279500991	0.0174622027360597	15103	15394000	99
20221030 154445	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	281	1	1	1	0.1	50	0.5	FALSE	936659	0.177177023572143	0.371954904252849	0.803180532775796	5.52119451131811	0.0163630754782567	14058	17084000	100
20221030 155803	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1685	1	1	1	0.1	50	0.5	FALSE	936659	0.0145489389991097	0.417113318556268	0.46828776086882	1.28548554428457	0.0113898019726685	17499	7162000	101
20221030 161812	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2845	1	1	1	0.1	50	0.5	FALSE	936659	0.0120790776224577	0.336617121005653	0.517636141365423	5.22436132837396	0.0160154543452841	15898	16764000	102
20221030 162013	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	86	1	1	1	0.1	50	0.5	FALSE	936659	0.134244427050755	0.851880143769784	0.562883401813498	7.8744187383505	0.0172543996717064	14087	17666000	103
20221030 162738	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1288	1	1	1	0.1	50	0.5	FALSE	936659	0.0158810150975129	0.837186561484728	0.121888620165247	9.71224631041288	0.0128695167767883	14362	17836000	104
20221030 163037	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	26	1	1	1	0.1	50	0.5	FALSE	936659	0.169385821308432	0.715168936272198	0.833832760966208	9.94009003457939	0.0149640357039408	16939	13322000	105
20221030 163504	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	463	1	1	1	0.1	50	0.5	FALSE	936659	0.241400616622202	0.400421798309125	0.518863215539756	4.03637444358878	0.016815416645758	14725	16790000	106
20221030 163953	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2514	1	1	1	0.1	50	0.5	FALSE	936659	0.0706429644097167	0.656930300410744	0.082211882752995	2.82518440828123	0.0156615850551092	16341	13158000	107
20221030 164449	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	380	1	1	1	0.1	50	0.5	FALSE	936659	0.153190677686284	0.600098076907452	0.189564047091105	10.3978178155846	0.000305961555133858	13424	16432000	108
20221030 164752	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	746	1	1	1	0.1	50	0.5	FALSE	936659	0.140847706826796	0.789370052657509	0.736773052658688	3.45309807857545	0.0192793173262733	14958	17684000	109
20221030 165357	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	549	1	1	1	0.1	50	0.5	FALSE	936659	0.0384659135864139	0.405002234427352	0.193629158412339	8.9227865091525	0.0169919297777958	12771	19578000	110
20221030 165859	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	662	1	1	1	0.1	50	0.5	FALSE	936659	0.217085596690875	0.358199072774872	0.113027868942649	5.71092467343924	0.018005330611345	13903	17714000	111
20221030 170132	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	487	1	1	1	0.1	50	0.5	FALSE	936659	0.12044319625315	0.627003531541256	0.383358302743523	5.56804290512344	0.0172405924978958	14566	17908000	112
20221030 170733	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	57	1	1	1	0.1	50	0.5	FALSE	936659	0.0915967797456903	0.72965123153734	0.522493395286228	11.7903364240476	0.00884627039399188	14505	16430000	113
20221030 171209	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1795	1	1	1	0.1	50	0.5	FALSE	936659	0.170666773121105	0.65946590376799	0.749338295509433	2.05165018826607	0.0192557500879514	15097	14126000	114
20221030 171721	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	419	1	1	1	0.1	50	0.5	FALSE	936659	0.0714463940671412	0.704588182822661	0.500496851678845	9.11808718680474	0.00197837681294399	14711	16418000	115
20221030 172400	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	732	1	1	1	0.1	50	0.5	FALSE	936659	0.228595218229309	0.574236663575331	0.715305313494662	3.0976977982386	0.0173405879175142	15655	15810000	116
